ticker sector industry price market_cap recommendation
ISSC "Industrial Goods" "Aerospace\u002FDefense Products & Services" 3.2999 55.38M 3.00
ISSI index_error index_error 22.91  index_error
ITCI Healthcare Biotechnology 9.31 404.15M 2.50
ITIC Financial "Surety & Title Insurance" 178.02 335.39M 3.00
ITRI Technology "Scientific & Technical Instruments" 64.50 2.47B 1.80
ITRN   31.0001 650.01M 2.00
IXYS Technology "Semiconductor - Specialized" 13.90 439.39M 1.00
JACK Services Restaurants 106.15 3.36B 2.10
JAKK "Consumer Goods" "Toys & Games" 4.80 86.90M 2.80
JASO Technology "Semiconductor - Specialized" 7.0811 331.81M 3.00
JAZZ Healthcare Biotechnology 159.06 9.50B 1.90
JBHT Services Trucking 88.56 9.74B 2.20
JBLU Services "Regional Airlines" 21.51 7.25B 2.50
JBSS "Consumer Goods" "Processed & Packaged Goods" 64.815 730.14M 1.00
JCOM Technology "Internet Software & Services" 90.38 4.35B 1.70
JD Technology "Internet Information Providers" 35.69 50.62B 2.10
JIVE Technology "Application Software" 5.30 419.62M 3.00
JJSF "Consumer Goods" "Processed & Packaged Goods" 131.22 2.46B 2.40
JKHY Technology "Business Software & Services" 98.15 7.62B 3.10
JNP Healthcare "Drugs - Generic" 4.40 47.71M 2.50
JOB Services "Staffing & Outsourcing Services" 6.00 56.27M 2.00
JOBS Services "Staffing & Outsourcing Services" 42.67 2.56B 2.80
JOUT "Consumer Goods" "Sporting Goods" 41.04 402.64M 3.00
JRJC Technology "Internet Information Providers" 2.04 46.29M 3.00
JRS.A index_error index_error 12  index_error
JRVR Financial "Property & Casualty Insurance" 42.03 1.23B 2.30
JST index_error index_error 5.94  index_error
JUNO Healthcare Biotechnology 23.45 2.42B 2.30
KALU "Basic Materials" Aluminum 81.98 1.41B 2.70
KANG Healthcare "Medical Laboratories & Research" 14.77 953.40M 2.00
KBAL Technology "Printed Circuit Boards" 17.91 666.88M 1.00
KCAP Financial "Diversified Investments" 3.665 134.75M 3.00
KE Technology "Diversified Electronics" 16.30 445.48M 2.00
KELYA Services "Staffing & Outsourcing Services" 21.84 835.23M 3.00
KELYB   22.0001 841.35M none
KEYW Technology "Application Software" 8.62 347.65M 2.60
KFRC Services "Staffing & Outsourcing Services" 20.80 521.87M 2.20
KFX index_error index_error 11.03  index_error
KHC "Consumer Goods" "Food - Major Diversified" 89.63 109.09B 2.70
KIQ   0.73 34.25M none
KIRK Services "Home Furnishing Stores" 12.08 192.27M 2.30
KITE Healthcare Biotechnology 82.35 4.13B 2.10
KLAC Technology "Semiconductor Equipment & Materials" 100.94 15.82B 2.60
KLDX   3.25 576.26M 2.50
KLIC Technology "Semiconductor Equipment & Materials" 21.43 1.52B 2.00
KLXI "Industrial Goods" "Aerospace\u002FDefense Products & Services" 47.45 2.45B 2.20
KMDA   7.20 262.43M 1.50
KNDI "Consumer Goods" "Auto Manufacturers - Major" 4.35 207.81M none
KOPN Technology "Semiconductor - Broad Line" 4.23 273.00M 3.00
KPTI Healthcare "Drugs - Generic" 8.33 349.04M 1.70
KRFT index_error index_error   index_error
KRNT "Industrial Goods" "Diversified Machinery" 21.00 703.33M 1.30
KRNY Financial "Savings & Loans" 14.60 1.23B 2.00
KTOS Services "Security & Protection Services" 8.955 667.44M 2.00
KTWO Healthcare "Medical Appliances & Equipment" 21.94 927.49M 1.60
KURA   9.30 179.93M 1.30
KVHI Technology "Communication Equipment" 7.95 134.37M 2.30
KYTH index_error index_error   index_error
KZ Technology "Multimedia & Graphics Software" 7.495  4.00
LABL Services "Business Services" 78.85 1.34B 2.90
LAMR Financial "REIT - Diversified" 71.11 6.93B 2.60
LANC "Consumer Goods" "Food - Major Diversified" 123.42 3.38B 2.60
LAQ Financial "Asset Management" 24.20  none
LAWS Services "Industrial Equipment Wholesale" 22.30 197.02M 2.00
LAYN "Industrial Goods" "Heavy Construction" 7.97 157.84M 3.00
LBAI Financial "Regional - Northeast Banks" 19.75 935.22M 2.20
LBMH index_error index_error   index_error
LBRDA   86.46 15.72B 2.10
LBRDK Services "Broadcasting - TV" 87.75 15.95B 2.00
LBTYA Services "CATV Systems" 34.26 36.58B 2.20
LBTYB   37.295 39.82B none
LBTYK   33.52 35.79B none
LBY "Consumer Goods" "Home Furnishings & Fixtures" 8.61 188.25M 2.30
LCUT "Consumer Goods" "Housewares & Accessories" 18.15 264.35M 3.00
LDRH index_error index_error   index_error
LECO "Industrial Goods" "Small Tools & Accessories" 90.31 5.94B 2.80
LEI index_error index_error 1.27  index_error
LEU "Basic Materials" "Industrial Metals & Minerals" 4.05 36.45M none
LFUS Services "Electronics Wholesale" 166.33 3.76B 2.40
LGCY "Basic Materials" "Independent Oil & Gas" 2.01 145.98M 3.30
LGCYO   8.39 609.32M none
LGCYP   8.49 616.59M none
LGIH Financial "Real Estate Development" 29.70 632.94M 2.80
LGL "Industrial Goods" "Industrial Electrical Equipment" 4.70 12.57M 3.00
LHCG Healthcare "Home Health Care" 60.27 1.09B 1.70
LIFE Healthcare Biotechnology 3.15 74.81M 3.00
LILA   20.73 3.58B 2.20
LILAK Services "CATV Systems" 20.96 3.62B 2.00
LINC Services "Education & Training Services" 2.82 69.71M 1.00
LINE index_error index_error   index_error
LION Financial "Regional - Mid-Atlantic Banks" 22.74 598.84M 2.50
LIOX index_error index_error 5.75  index_error
LIQT "Industrial Goods" "Pollution & Treatment Controls" 0.343 12.63M 2.00
LITE   49.45 3.00B 2.20
LIVN   56.17 2.74B 2.70
LKFN Financial "Regional - Midwest Banks" 45.62 1.14B 3.00
LKQ "Consumer Goods" "Auto Parts" 31.53 9.72B 1.40
LLNW Technology "Internet Information Providers" 3.21 346.61M 2.20
LLTC index_error index_error 65.00  3.10
LMCA index_error index_error 30.10  index_error
LMCB index_error index_error 28.89  index_error
LMCK index_error index_error   index_error
LMIA "Industrial Goods" "Aerospace\u002FDefense Products & Services" 13.91 187.17M 2.80
LMNR "Consumer Goods" "Farm Products" 19.34 275.32M 1.30
"server error"     "server error"
LMNX Healthcare "Medical Instruments & Supplies" 20.82 852.52M 3.00
LMOS Technology "Diversified Communication Services" 17.87 427.54M 2.50
LNCE "Consumer Goods" "Processed & Packaged Goods" 34.13 3.29B 2.40
LNCO index_error index_error   index_error
LNDC "Consumer Goods" "Farm Products" 13.70 374.08M 2.00
LNG "Basic Materials" "Oil & Gas Pipelines" 46.82 10.88B 1.80
LOB Financial "Savings & Loans" 24.10 833.86M 2.30
LOCO Services Restaurants 13.90 534.77M 2.30
LODE "Basic Materials" Gold 0.1815 34.01M 2.00
LOGI   34.46 5.60B 3.00
LOGM Technology "Application Software" 120.95 6.36B 2.20
LOJN index_error index_error 6.44  index_error
LONG index_error index_error 18.00  index_error
LOPE Services "Education & Training Services" 78.08 3.64B 1.50
LORL Technology "Communication Equipment" 37.65 1.16B 2.00
LOV Technology "Internet Service Providers" 1.10 35.20M 3.00
LPLA Financial "Investment Brokerage - National" 42.85 3.88B 2.60
LPNT Healthcare Hospitals 62.35 2.49B 2.80
LPSN Technology "Business Software & Services" 7.60 443.07M 2.20
LQDT Services "Catalog & Mail Order Houses" 7.35 230.72M 3.00
LRCX Technology "Semiconductor Equipment & Materials" 149.64 24.14B 1.90
LSCC Technology "Semiconductor - Specialized" 6.69 814.49M 2.80
LSG index_error index_error 1.4686  index_error
LSTR Services Trucking 83.60 3.50B 2.90
"server error"     "server error"
LTRPB   15.70 1.18B none
LTS Financial "Investment Brokerage - National" 2.68 519.99M 4.00
LTXB   36.82 1.71B 2.10
LULU "Consumer Goods" "Textile - Apparel Clothing" 51.95 7.12B 2.50
LVNTA Services "Catalog & Mail Order Houses" 52.61 4.49B 1.80
LVNTB   55.5196 4.74B none
LXRX Healthcare Biotechnology 16.01 1.67B 2.00
LYTS "Industrial Goods" "Industrial Electrical Equipment" 8.87 225.75M 1.50
MAB Financial "Asset Management" 13.91 24.59M 3.00
MANH Technology "Application Software" 45.24 3.14B 3.00
MANT Technology "Security Software & Services" 39.69 1.54B 3.20
MAR Services Lodging 97.035 37.22B 2.40
MASI Healthcare "Medical Appliances & Equipment" 88.75 4.47B 2.50
MAT "Consumer Goods" "Toys & Games" 22.0443 7.56B 2.30
MATW Services "Personal Services" 66.80 2.15B 2.80
MBFI Financial "Regional - Midwest Banks" 43.89 3.68B 2.60
MBTF Financial "Regional - Northeast Banks" 11.25 255.53M 2.50
MBVT Financial "Regional - Northeast Banks" 50.70 350.64M 3.00
MBWM Financial "Regional - Midwest Banks" 33.75 555.83M 3.00
MCBC Financial "Regional - Midwest Banks" 9.79 332.31M 3.00
MCEP "Basic Materials" "Independent Oil & Gas" 2.15 64.50M 4.00
MCF "Basic Materials" "Independent Oil & Gas" 7.35 185.54M 2.00
MCGC index_error index_error 4.43  index_error
MCHP Technology "Semiconductor - Broad Line" 74.97 16.23B 1.90
MCHX Services "Marketing Services" 2.755 116.22M 2.70
MCOX index_error index_error 3.90  index_error
MCRB Healthcare Biotechnology 9.9499 401.66M 1.90
MCRI Services "Resorts & Casinos" 29.85 522.49M 2.40
MCRL index_error index_error 13.86  index_error
MCZ index_error index_error 0.0568  none
"server error"     "server error"
MDCA Services "Marketing Services" 8.40 445.18M 2.30
MDCO Healthcare "Drugs - Generic" 47.34 3.34B 1.80
MDGN index_error index_error 5.57  index_error
MDLZ "Consumer Goods" Confectioners 44.83 68.44B 2.00
MDM index_error index_error 5.10  index_error
MDRX Technology "Application Software" 12.21 2.20B 2.30
MDSO Technology "Healthcare Information Services" 67.9796 3.81B 2.10
MDVN index_error index_error   index_error
MDW index_error index_error 0.035  index_error
MEA index_error index_error   index_error
MELI Services "Catalog & Mail Order Houses" 271.78 12.00B 2.60
MEMP "Basic Materials" "Independent Oil & Gas" 0.125 10.48M 3.00
MENT index_error index_error 37.25  3.00
MEOH "Basic Materials" "Specialty Chemicals" 42.75 3.84B 2.20
MERC "Consumer Goods" "Paper & Paper Products" 11.10 721.20M 2.20
MESO   10.50 798.99M 2.40
METR index_error index_error 28.19  index_error
MFLX index_error index_error   index_error
MFRM index_error index_error   index_error
MGEE Utilities "Diversified Utilities" 64.90 2.25B 3.00
MGH index_error index_error 0.20  index_error
MGI Financial "Credit Services" 17.26 911.95M 2.80
MGIC Technology "Application Software" 7.90 348.64M 1.70
MGLN Healthcare "Health Care Plans" 71.15 1.69B 2.80
MGN index_error index_error 1.13  index_error
MGNX Healthcare Biotechnology 19.66 687.59M 1.80
MGPI "Consumer Goods" "Beverages - Wineries & Distillers" 54.57 911.76M 1.70
MGRC Services "Rental & Leasing Services" 34.94 836.71M 2.30
MGT index_error index_error 2.36  index_error
MHE Financial "Asset Management" 14.00  none
MHH Services "Staffing & Outsourcing Services" 7.0384 31.66M 1.00
MHLD Financial "Property & Casualty Insurance" 12.075 1.04B 2.50
MHLDO index_error index_error   index_error
MHM index_error index_error 14.82  index_error
MHR-PC index_error index_error   index_error
MIDD "Industrial Goods" "Diversified Machinery" 141.07 8.12B 2.30
MIFI index_error index_error 2.50  index_error
MIK Services "Specialty Retail, Other" 22.51 4.25B 2.30
MIME   23.93 1.32B 1.80
MIND Technology "Scientific & Technical Instruments" 4.62 55.80M 3.00
MINI "Consumer Goods" "Packaging & Containers" 28.55 1.26B 2.20
MITL Technology "Communication Equipment" 6.33 772.17M 2.00
MIW Financial "Asset Management" 13.63 20.45M 1.00
MJCO Technology "Application Software" 5.43 198.18M 2.00
MKSI Technology "Scientific & Technical Instruments" 79.85 4.29B 1.70
MKTO index_error index_error   index_error
MKTX Financial "Investment Brokerage - National" 187.84 6.92B 2.50
MLAB Healthcare "Medical Instruments & Supplies" 140.32 519.18M 2.00
MLHR "Consumer Goods" "Business Equipment" 33.10 1.98B 2.30
MLNK Services "Air Delivery & Freight Services" 1.60 88.13M 2.00
MLNX Technology "Semiconductor - Broad Line" 46.15 2.28B 2.60
MLSS Healthcare "Medical Instruments & Supplies" 1.30 39.55M 2.00
MMLP "Basic Materials" "Oil & Gas Pipelines" 19.30 720.28M 2.50
MMSI Healthcare "Medical Instruments & Supplies" 34.15 1.53B 1.60
MMV Financial "Asset Management" 13.5457  none
MMYT Services "General Entertainment" 37.00 1.84B 2.10
MNRO "Consumer Goods" "Auto Parts" 50.425 1.64B 2.20
MNST "Consumer Goods" "Beverages - Soft Drinks" 47.315 26.81B 2.10
MNTA Healthcare "Drugs - Generic" 15.65 1.08B 2.70
MOBL Technology "Application Software" 4.80 358.31M 2.60
MOC Services "Security & Protection Services" 2.6106 25.71M 2.00
MOFG Financial "Regional - Southwest  Banks" 35.25 421.55M 2.20
MOLG index_error index_error 0.23  index_error
MOMO Technology "Internet Software & Services" 38.99 7.58B 1.70
MORN Technology "Information & Delivery Services" 72.955 3.13B 3.00
MOSY Technology "Semiconductor - Integrated Circuits" 0.79 5.24M 3.00
MPAA "Consumer Goods" "Auto Parts" 30.03 561.35M 2.00
MPEL Services "Resorts & Casinos" 18.97  none
MPWR Technology "Semiconductor - Specialized" 93.46 3.85B 1.80
MRCC Financial "Mortgage Investment" 15.71 260.49M 1.60
MRCY Technology "Computer Peripherals" 40.40 1.77B 1.80
MRD index_error index_error   2.40
MRGE Technology "Healthcare Information Services" 1.80 558.34M 5.00
MRKT index_error index_error   none
MRLN Financial "Mortgage Investment" 23.95 301.00M 2.50
MRTN Services Trucking 24.20 790.95M 2.50
MRVL Technology "Semiconductor - Integrated Circuits" 15.16 7.62B 2.60
MSCC Technology "Semiconductor - Integrated Circuits" 48.85 5.60B 1.80
MSEX Utilities "Water Utilities" 36.74 598.75M 3.00
MSFG Financial "Regional - Midwest Banks" 34.10 823.45M 2.00
MSFT Technology "Business Software & Services" 69.00 532.89B 2.00
MSN "Consumer Goods" "Electronic Equipment" 1.2799 34.64M none
MSTR Technology "Application Software" 189.625 2.17B 2.40
MSTX Healthcare Biotechnology 0.131 33.37M none
MTCH   19.33 4.95B none
MTEX "Consumer Goods" "Personal Products" 14.70 39.69M none
MTGE Financial "REIT - Diversified" 18.05 826.64M 2.70
MTGEP   25.8696 1.18B none
MTLS Technology "Application Software" 10.95 518.21M 2.30
MTRX "Basic Materials" "Oil & Gas Equipment & Services" 10.75 285.87M 1.70
MTSC Technology "Scientific & Technical Instruments" 46.35 775.90M 2.30
MTSI Technology "Semiconductor - Broad Line" 45.73 2.92B 1.90
MTSN index_error index_error 3.60  index_error
MU Technology "Semiconductor- Memory Chips" 28.20 31.20B 1.80
MVF Financial "Asset Management" 9.653 621.09M none
MVG index_error index_error 12.52  index_error
MXC "Basic Materials" "Independent Oil & Gas" 3.72 7.58M none
"server error"     "server error"
MXWL Technology "Diversified Electronics" 6.03 193.24M 2.60
MYGN Services "Research Services" 22.35 1.52B 3.00
MYL Healthcare "Drugs - Generic" 37.72 20.20B 2.20
MYOK   13.00 408.41M 1.60
MYRG "Industrial Goods" "General Contractors" 35.20 575.31M 2.70
MZA Financial "Asset Management" 14.8843  none
NAK "Basic Materials" "Industrial Metals & Minerals" 1.60 478.06M 2.00
NAME Technology "Internet Information Providers" 10.01 196.59M 2.00
NANO Technology "Semiconductor Equipment & Materials" 28.94 728.13M 2.30
NATH Services Restaurants 70.00 292.32M none
NATI Technology "Technical & System Software" 34.88 4.51B 1.00
NATL index_error index_error   index_error
NAVB Healthcare Biotechnology 0.5328 82.88M 5.00
NAVG Financial "Property & Casualty Insurance" 51.65 1.51B 3.00
NAVI Financial "Credit Services" 14.98 4.27B 2.60
NBBC index_error index_error   index_error
NBH Financial "Asset Management" 15.14 284.48M none
NBIX Healthcare "Drugs - Generic" 53.6642 4.67B 1.70
NBO Financial "Asset Management" 12.58 63.87M none
NBRV   10.38 282.29M 1.70
NBTB Financial "Regional - Northeast Banks" 38.53 1.66B 3.20
NBW index_error index_error 14.2659  none
"server error"     "server error"
NCIT Technology "Information Technology Services" 14.80 200.44M 2.40
NCLH   55.48 12.61B 2.20
NCMI Services "Marketing Services" 8.80 526.89M 1.90
NCOM Financial "Regional - Southeast Banks" 39.20 507.56M 3.00
NCQ index_error index_error 0.56  index_error
NCTY Technology "Multimedia & Graphics Software" 1.07 61.29M 4.00
NDAQ Financial "Diversified Investments" 67.91 11.31B 2.50
NDLS Services Restaurants 5.575 155.39M 3.00
NDSN "Industrial Goods" "Diversified Machinery" 128.22 7.38B 2.50
NEN Financial "Real Estate Development" 67.2943 251.14M none
NEOG Healthcare "Diagnostic Substances" 62.50 2.38B 3.00
NEWP index_error index_error   index_error
NEWS Financial "Credit Services" 9.90 422.48M 2.00
NFBK Financial "Regional - Northeast Banks" 17.98 809.50M 3.00
NFLX Services "CATV Systems" 156.60 67.49B 2.30
NG "Basic Materials" Gold 3.98 1.28B 2.00
NGD "Basic Materials" Gold 2.755 1.45B 3.10
NHC Healthcare "Long-Term Care Facilities" 73.34 1.11B none
NHS Financial "Asset Management" 12.01 234.68M none
NICE   71.77 4.31B 2.20
NICK Financial "Credit Services" 9.78 76.10M 3.00
NIHD Technology "Wireless Communications" 0.4723 47.60M 4.00
NILE index_error index_error 40.71  index_error
NJV Financial "Asset Management" 14.83  none
NK Healthcare Biotechnology 2.92 240.30M 2.20
NKTR Healthcare Biotechnology 18.64 2.87B 1.60
NML   9.74  1.00
NMRX Technology "Communication Equipment" 4.30 84.28M 2.80
NNBR "Industrial Goods" "Machine Tools & Accessories" 30.775 839.91M 2.50
NNVC Healthcare "Drug Manufacturers - Major" 1.16 72.87M 1.00
NOG "Basic Materials" "Oil & Gas Drilling & Exploration" 1.95 119.64M 3.00
NPBC index_error index_error   index_error
NPN Financial "Closed-End Fund - Debt" 15.41 18.78M none
NRCIA   24.00 581.45M 3.00
NRCIB Services "Research Services" 44.50 1.08B 3.00
NRIM Financial "Regional - Pacific Banks" 31.50 217.63M 3.00
NRO Financial "Asset Management" 5.24 292.32M none
NSAT   10.50 60.57M 1.00
NSIT Technology "Application Software" 47.26 1.68B 3.30
NSPR Healthcare "Medical Appliances & Equipment" 0.6489 955180.75 2.00
NSSC Services "Security & Protection Services" 10.30 193.65M 2.00
NSU "Basic Materials" Copper 2.20 664.11M 1.70
NTAP Technology "Data Storage Devices" 39.94 10.82B 2.80
NTCT Technology "Business Software & Services" 34.40 3.16B 2.50
NTES Technology "Internet Software & Services" 266.17 34.94B 1.80
NTGR Technology "Communication Equipment" 45.35 1.49B 2.30
NTIP Technology "Communication Equipment" 4.55 110.13M none
NTK index_error index_error   index_error
NTLS index_error index_error 9.26  index_error
NTN Services "Broadcasting - TV" 8.20 18.45M 3.00
NTRA Healthcare "Medical Laboratories & Research" 9.28 489.72M 1.70
NTRI Services "Personal Services" 48.35 1.43B 2.10
NTRS Financial "Asset Management" 90.29 20.73B 2.60
NTRSP   27.0664 6.21B none
NUAN Technology "Application Software" 18.055 5.26B 2.00
NUTR "Consumer Goods" "Food - Major Diversified" 31.15 288.01M 2.00
NUVA Healthcare "Medical Appliances & Equipment" 72.83 3.69B 1.90
NVAX Healthcare Biotechnology 0.7434 201.61M 2.60
NVCR   11.65 1.03B 2.20
NVDA Technology "Semiconductor - Specialized" 103.62 61.03B 2.40
NVMI Technology "Semiconductor Equipment & Materials" 19.20 527.81M 2.30
NVX index_error index_error 14.95  index_error
NWBI Financial "Savings & Loans" 16.04 1.64B 3.20
NWLI Financial "Life Insurance" 305.00 1.11B none
NWPX "Basic Materials" "Steel & Iron" 15.10 145.02M 1.00
NWS   12.95 7.53B none
NWSA Services "Broadcasting - TV" 12.69 7.38B 2.50
NXK index_error index_error   index_error
NXPI Technology "Semiconductor - Broad Line" 106.435 26.80B 2.60
NXST Services "Broadcasting - TV" 63.35 2.98B 1.40
NXTM Healthcare "Medical Appliances & Equipment" 27.49 1.79B 1.80
NXZ index_error index_error 14.96  index_error
NYH Financial "Asset Management" 11.94 30.52M none
NYMT Financial "REIT - Residential" 6.2848 702.91M 3.00
NYMTO   24.40 2.73B none
NYMTP   24.3921 2.73B none
NZH index_error index_error 13.82  index_error
OCFC Financial "Savings & Loans" 28.10 896.39M 2.00
OCLR Technology "Semiconductor Equipment & Materials" 8.38 1.40B 1.80
OCX   5.975 175.43M 1.80
OCX-WI index_error index_error 6.25  index_error
ODFL Services Trucking 86.185 7.10B 2.40
ODP Services "Specialty Retail, Other" 5.035 2.59B 2.90
OFIX Healthcare "Medical Appliances & Equipment" 40.15 720.53M 1.80
OFS Financial "Asset Management" 14.4064 139.74M 1.00
OGEN Healthcare Biotechnology 0.40 19.71M 1.00
OHAI   1.49 30.06M 3.00
OIIM Technology "Diversified Electronics" 2.44 62.42M 2.00
OKSB Financial "Regional - Southwest  Banks" 25.85 483.11M 3.00
OLED Technology "Semiconductor Equipment & Materials" 110.95 5.21B 2.40
OMAB   44.86 2.21B 2.50
OMCL Technology "Healthcare Information Services" 40.375 1.49B 2.10
OMED Healthcare Biotechnology 3.57 133.51M 2.40
ON Technology "Semiconductor - Broad Line" 14.245 5.98B 2.00
ONB Financial "Regional - Midwest Banks" 17.05 2.31B 2.80
ONCE Healthcare Biotechnology 58.65 1.82B 2.30
ONP "Consumer Goods" "Paper & Paper Products" 1.001 21.47M 3.00
ONTX Healthcare Biotechnology 2.0735 14.04M 2.00
ONTY index_error index_error 1.21  index_error
ONVO index_error index_error 2.71  1.50
OPB Financial "Money Center Banks" 22.225 827.17M 2.80
OPHT Healthcare Biotechnology 2.71 97.04M 3.00
ORBC Technology "Diversified Communication Services" 9.60 682.38M 1.60
ORBK Technology "Diversified Electronics" 35.20 1.68B 1.70
OREX Healthcare "Drug Manufacturers - Other" 3.26 49.64M 3.00
ORIG "Basic Materials" "Oil & Gas Drilling & Exploration" 0.22  3.50
ORIT Financial "Regional - Northeast Banks" 16.80 722.79M 3.00
ORLY Services "Auto Parts Stores" 252.49 23.06B 1.90
ORM Financial "REIT - Office" 17.76 181.97M 3.00
OSBC Financial "Regional - Midwest Banks" 12.05 356.15M 3.00
OSBCP index_error index_error 10.35  none
OSGB index_error index_error 1.85  index_error
OSIS "Industrial Goods" "Industrial Electrical Equipment" 78.37 1.53B 1.80
OSUR Healthcare "Medical Instruments & Supplies" 14.895 858.77M 1.70
OTEX Technology "Application Software" 34.82 9.13B 2.10
OTIC Healthcare Biotechnology 14.30 432.66M 2.00
OTTR Utilities "Diversified Utilities" 38.35 1.51B 2.30
OUTR index_error index_error   index_error
OVTI index_error index_error   index_error
OXLC   10.95  3.00
OXLCN   25.79 28.88B none
OXLCO   25.49 76.88B none
OXLCP index_error index_error 25.13 446.61M index_error
OZRK Financial "Regional - Southeast Banks" 48.05 5.84B 1.70
PAAS   16.2542 2.49B 2.30
PACB Healthcare Biotechnology 3.93 367.61M 1.90
PACW Financial "Regional - Pacific Banks" 50.31 6.03B 1.90
PARR   16.46 749.56M 1.60
PATI Services Trucking 20.6511 67.92M 3.00
PATK "Industrial Goods" "Lumber, Wood Production" 72.30 1.10B 1.70
PAYX Services "Staffing & Outsourcing Services" 58.80 21.12B 3.10
PBCT Financial "Savings & Loans" 17.43 5.41B 3.30
PBM index_error index_error 0.61  index_error
PBPB Services "Specialty Eateries" 11.625 291.45M 3.20
PCAR "Consumer Goods" "Trucks & Other Vehicles" 66.87 23.49B 2.60
PCBK Financial "Regional - Pacific Banks" 25.40 575.39M 3.00
PCCC index_error index_error 24.57  index_error
PCG-PA   32.1784 8.51B none
PCH "Industrial Goods" "Lumber, Wood Production" 45.35 1.85B 3.30
PCLN Services "Business Services" 1905.13 93.68B 2.00
PCO Services "Business Services" 6.00 155.80M none
PCRX Healthcare "Drugs - Generic" 47.85 1.80B 2.10
PCTI Technology "Wireless Communications" 8.04 130.36M 2.00
PCTY Technology "Application Software" 44.29 2.28B 1.90
PCYC index_error index_error   index_error
PDCE "Basic Materials" "Independent Oil & Gas" 52.04 3.39B 2.20
PDCO Services "Medical Equipment Wholesale" 45.25 4.29B 2.80
PDFS Technology "Technical & System Software" 16.78 536.79M 2.00
PDLI Healthcare Biotechnology 2.265 374.99M 2.50
PEBO Financial "Regional - Midwest Banks" 33.30 600.37M 3.00
PED "Basic Materials" "Oil & Gas Equipment & Services" 0.56 3.08M 2.00
PEGA Technology "Business Software & Services" 46.00 3.53B 2.00
PEGI Utilities "Diversified Utilities" 21.89 1.91B 2.10
PENN Services "Resorts & Casinos" 18.83 1.71B 2.10
PERI Technology "Business Software & Services" 1.53 118.15M 3.00
PERY "Consumer Goods" "Textile - Apparel Clothing" 20.18 302.62M 2.00
PETS Healthcare "Drug Delivery" 24.02 486.48M 3.00
PFBC Financial "Regional - Pacific Banks" 54.23 776.25M 1.70
PFIS Financial "Regional - Northeast Banks" 44.58 329.62M none
PFLT Financial "Asset Management" 13.76 367.80M 2.50
PFMT Services "Business Services" 2.25 113.21M 3.00
PGC Financial "Regional - Northeast Banks" 32.24 551.98M 2.50
PGNX Healthcare Biotechnology 6.44 452.02M 1.20
PHF Financial "Asset Management" 7.89  none
PHII Services "Air Services, Other" 11.19 175.52M none
PHIIK   10.60 166.26M 3.00
PHMD Healthcare "Medical Appliances & Equipment" 1.42 6.01M 3.00
PICO Conglomerates Conglomerates 16.50 380.69M 2.00
PINC Technology "Healthcare Information Services" 33.88 1.72B 1.80
PIP Healthcare Biotechnology 0.65 44.73M 2.00
PKOH Services "Industrial Equipment Wholesale" 38.55 469.65M 2.00
PKT index_error index_error   index_error
PLAB Technology "Semiconductor Equipment & Materials" 11.325 778.34M 2.20
PLAY   66.28 2.78B 1.60
PLCE Services "Apparel Stores" 118.00 2.08B 2.10
PLCM index_error index_error   index_error
PLG "Basic Materials" "Industrial Metals & Minerals" 1.115 148.37M 2.00
PLKI index_error index_error 79.00  3.20
PLM "Basic Materials" "Industrial Metals & Minerals" 0.71 226.17M 2.00
PLPC "Industrial Goods" "Industrial Electrical Equipment" 48.75 249.45M none
PLUS Technology "Application Software" 72.15 1.02B 2.30
PLX Healthcare Biotechnology 0.92 114.20M 1.50
PLXS index_error index_error 51.14 1.73B 3.10
PMBC Financial "Regional - Pacific Banks" 7.7504 179.59M 3.00
PMCS index_error index_error 11.65  index_error
PMFG index_error index_error   index_error
PNFP Financial "Regional - Southeast Banks" 63.90 3.07B 2.70
PNK Services "Resorts & Casinos" 21.34 1.19B 2.40
PNNT Financial "Asset Management" 7.80 554.27M 2.80
PNRA Services "Specialty Eateries" 313.16 7.04B 2.70
PODD Healthcare "Medical Instruments & Supplies" 42.10 2.43B 2.30
POOL "Consumer Goods" "Sporting Goods" 121.80 5.02B 2.00
POWI Technology "Semiconductor - Integrated Circuits" 63.55 1.87B 2.00
POWL "Industrial Goods" "Diversified Machinery" 33.85 386.26M 3.00
POZN index_error index_error   index_error
PPBI Financial "Regional - Pacific Banks" 37.05 1.03B 1.50
PPC "Consumer Goods" "Food - Major Diversified" 25.05 6.22B 2.60
PRAA Services "Business Services" 32.825 1.52B 2.20
PRAH Healthcare "Medical Laboratories & Research" 66.40 4.15B 1.60
PRFT Technology "Information Technology Services" 16.58 587.25M 1.80
PRGS Technology "Application Software" 30.02 1.44B 2.80
PRGX Services "Business Services" 6.30 138.03M 1.50
PRIM "Industrial Goods" "Heavy Construction" 22.32 1.15B 2.60
PRK Financial "Regional - Midwest Banks" 108.3158 1.66B 3.00
PROV Financial "Savings & Loans" 19.09 150.52M 3.00
PRSC Healthcare "Specialized Health Services" 44.03 594.41M 1.50
PRSS Technology "Internet Information Providers" 2.71 45.10M 3.30
PRTA Healthcare Biotechnology 51.10 1.79B 1.70
PRTS Services "Specialty Retail, Other" 3.75 129.59M 2.00
PRXL Healthcare "Medical Laboratories & Research" 68.86 3.51B 3.10
PSEC Financial "Asset Management" 9.1632 3.29B 3.30
PSEM index_error index_error 17.74  index_error
PSMT Services "Discount, Variety Stores" 88.00 2.64B 2.30
PSTB Financial "Regional - Southeast Banks" 12.071 641.11M 2.50
