rank,word,abs_freq,norm_freq
115773,elaboradora,23,0.15
115774,elaboradoras,23,0.15
115775,electroencefalográfico,23,0.15
115776,elevalunas,23,0.15
115777,elevé,23,0.15
115778,ellauri,23,0.15
115779,emanó  ,23,0.15
115780,embarcando  ,23,0.15
115781,emborracharon ,23,0.15
115782,embrollado ,23,0.15
115783,emigrada ,23,0.15
115784,emitirla,23,0.15
115785,emocionadamente   ,23,0.15
115786,emotivamente ,23,0.15
115787,empalmando  ,23,0.15
115788,empapaban  ,23,0.15
115789,emparejando ,23,0.15
115790,empedernida ,23,0.15
115791,empeñándose   ,23,0.15
115792,empeñoso  ,23,0.15
115793,empezáramos   ,23,0.15
115794,emplearían ,23,0.15
115795,empollón ,23,0.15
115796,encabalgamiento ,23,0.15
115797,encaprichado ,23,0.15
115798,encarcelación,23,0.15
115799,encarcelan ,23,0.15
115800,encárgate ,23,0.15
115801,encauzadas  ,23,0.15
115802,encendiéndose  ,23,0.15
115803,encendieran ,23,0.15
115804,enciclopedismo ,23,0.15
115805,encubrimientos ,23,0.15
115806,encuestadoras ,23,0.15
115807,endemia ,23,0.15
115808,endeudamientos  ,23,0.15
115809,endocitosis,23,0.15
115810,endocraneana  ,23,0.15
115811,endogámica  ,23,0.15
115812,endonucleasa ,23,0.15
115813,endoscópicas ,23,0.15
115814,enfadarme ,23,0.15
115815,enfurecerse,23,0.15
115816,engañabobos  ,23,0.15
115817,enganchaba  ,23,0.15
115818,enganchones  ,23,0.15
115819,engullidos,23,0.15
115820,enjoyadas ,23,0.15
115821,enmarcaron ,23,0.15
115822,enmascarando  ,23,0.15
115823,enquistadas ,23,0.15
115824,enrede ,23,0.15
115825,enriquín,23,0.15
115826,enrojecí,23,0.15
115827,enrollables,23,0.15
115828,ensambla ,23,0.15
115829,ensayábamos   ,23,0.15
115830,enseñándonos  ,23,0.15
115831,enterarás,23,0.15
115832,enterrasen,23,0.15
115833,entrampados  ,23,0.15
115834,entrarse,23,0.15
115835,entrecierra,23,0.15
115836,entrégate,23,0.15
115837,entrenamos ,23,0.15
115838,entretejer,23,0.15
115839,entrevistadora,23,0.15
115840,entromete ,23,0.15
115841,envalentonados ,23,0.15
115842,envenenaron ,23,0.15
115843,envidiadas,23,0.15
115844,envidiamos ,23,0.15
115845,envidiando,23,0.15
115846,enzarzó ,23,0.15
115847,epilogo,23,0.15
115848,epsom  ,23,0.15
115849,equiparando ,23,0.15
115850,erbe,23,0.15
115851,erfurt,23,0.15
115852,errabundo ,23,0.15
115853,esbozaron ,23,0.15
115854,escalope ,23,0.15
115855,escancia ,23,0.15
115856,escandalizadas ,23,0.15
115857,escandalizaron ,23,0.15
115858,escaras ,23,0.15
115859,escarbaban ,23,0.15
115860,escarchados ,23,0.15
115861,escarmentados  ,23,0.15
115862,escarnecido ,23,0.15
115863,escindidas,23,0.15
115864,esclavitudes,23,0.15
115865,escobazo ,23,0.15
115866,escogían ,23,0.15
115867,escogiste,23,0.15
115868,escolasticismo ,23,0.15
115869,escolleras,23,0.15
115870,escorada ,23,0.15
115871,escribirnos,23,0.15
115872,escuer ,23,0.15
115873,escuincles,23,0.15
115874,escupida ,23,0.15
115875,escurialense,23,0.15
115876,escurrirla,23,0.15
115877,escusado ,23,0.15
115878,eslovena,23,0.15
115879,esmeradamente   ,23,0.15
115880,espagueti,23,0.15
115881,especieros ,23,0.15
115882,espinillo,23,0.15
115883,espolvorearlos,23,0.15
115884,espolvoree,23,0.15
115885,esri,23,0.15
115886,estadales,23,0.15
115887,estándolo,23,0.15
115888,esteche ,23,0.15
115889,estimularle,23,0.15
115890,estofada,23,0.15
115891,estolones,23,0.15
115892,estoquear ,23,0.15
115893,estratificar,23,0.15
115894,estrechísimo,23,0.15
115895,estremecidas ,23,0.15
115896,estrona,23,0.15
115897,estudiándola,23,0.15
115898,estudiantina,23,0.15
115899,etapm ,23,0.15
115900,eucarionte,23,0.15
115901,euclideano,23,0.15
115902,euroseguros ,23,0.15
115903,evaluable,23,0.15
115904,evaluarlas,23,0.15
115905,evaporaron,23,0.15
115906,evasivos,23,0.15
115907,events,23,0.15
115908,evgueni,23,0.15
115909,evidenciaría,23,0.15
115910,evidencie,23,0.15
115911,ewald ,23,0.15
115912,examinarme  ,23,0.15
115913,exasperantes ,23,0.15
115914,excusable ,23,0.15
115915,exhalado ,23,0.15
115916,exmandatario ,23,0.15
115917,expeditas,23,0.15
115918,experienciales,23,0.15
115919,explicábamos ,23,0.15
115920,exploren,23,0.15
115921,exponerles ,23,0.15
115922,expositoras,23,0.15
115923,expres ,23,0.15
115924,expresable ,23,0.15
115925,exprimidor,23,0.15
115926,extasiaba,23,0.15
115927,extáticas,23,0.15
115928,extingan,23,0.15
115929,extraerles,23,0.15
115930,extraversión,23,0.15
115931,ezer,23,0.15
115932,fabricarlas,23,0.15
115933,fabricas,23,0.15
115934,facón,23,0.15
115935,facultadas,23,0.15
115936,facultan,23,0.15
115937,facultar,23,0.15
115938,fae,23,0.15
115939,fajina,23,0.15
115940,falk,23,0.15
115941,fallero,23,0.15
115942,falseadas,23,0.15
115943,falsía,23,0.15
115944,falsifica,23,0.15
115945,familiarizó,23,0.15
115946,fari,23,0.15
115947,farman ,23,0.15
115948,fastidiados,23,0.15
115949,fastidiosas,23,0.15
115950,fecundadas ,23,0.15
115951,fedeindustria,23,0.15
115952,feísmo,23,0.15
115953,felicitarte,23,0.15
115954,fenotípicos,23,0.15
115955,fermentativo,23,0.15
115956,festes,23,0.15
115957,fidji,23,0.15
115958,fielding,23,0.15
115959,filatélicos,23,0.15
115960,filtren,23,0.15
115961,fimosis,23,0.15
115962,finalismo,23,0.15
115963,finalizaría,23,0.15
115964,financiador,23,0.15
115965,financiadores,23,0.15
115966,finquita,23,0.15
115967,fiora,23,0.15
115968,firmaré,23,0.15
115969,firmenich,23,0.15
115970,fishman ,23,0.15
115971,fisicoquímicas,23,0.15
115972,fizo,23,0.15
115973,flamean ,23,0.15
115974,flanegan,23,0.15
115975,flanqueando ,23,0.15
115976,flaqueó,23,0.15
115977,flashback,23,0.15
115978,fleita,23,0.15
115979,flood,23,0.15
115980,flore,23,0.15
115981,florez,23,0.15
115982,florísticas,23,0.15
115983,fogosas ,23,0.15
115984,fogueados ,23,0.15
115985,fondant,23,0.15
115986,fondecyt,23,0.15
115987,fontiñas,23,0.15
115988,fordista,23,0.15
115989,formoso ,23,0.15
115990,fornells,23,0.15
115991,fornet,23,0.15
115992,fortalecerla,23,0.15
115993,fortiori,23,0.15
115994,fotograbado,23,0.15
115995,fotografiaban,23,0.15
115996,fotografiarlo,23,0.15
115997,fotoquímico,23,0.15
115998,fracciona,23,0.15
115999,fragmentó ,23,0.15
116000,francais,23,0.15
116001,fregaderos,23,0.15
116002,frejol,23,0.15
116003,frenillo,23,0.15
116004,frenkel,23,0.15
116005,frères,23,0.15
116006,fresador,23,0.15
116007,friegue,23,0.15
116008,frog,23,0.15
116009,frugívoro,23,0.15
116010,fúcares,23,0.15
116011,fucsias,23,0.15
116012,fuentevella,23,0.15
116013,fuercen,23,0.15
116014,fumes ,23,0.15
116015,funciono,23,0.15
116016,fundentes,23,0.15
116017,fungibles,23,0.15
116018,gabela,23,0.15
116019,gadir,23,0.15
116020,gaitanes,23,0.15
116021,galache ,23,0.15
116022,galanteador,23,0.15
116023,galca,23,0.15
116024,galerie,23,0.15
116025,galí,23,0.15
116026,gallinaza,23,0.15
116027,galmarini,23,0.15
116028,galvanizada,23,0.15
116029,galvin,23,0.15
116030,ganapanes  ,23,0.15
116031,ganás ,23,0.15
116032,gandarias,23,0.15
116033,gang ,23,0.15
116034,garmisch ,23,0.15
116035,gastándose ,23,0.15
116036,gatazo ,23,0.15
116037,gau ,23,0.15
116038,gault,23,0.15
116039,gehring,23,0.15
116040,geoffroy,23,0.15
116041,geoquímicos ,23,0.15
116042,gerber,23,0.15
116043,gerulaitis,23,0.15
116044,gesticulan,23,0.15
116045,gesticuló,23,0.15
116046,gilibert,23,0.15
116047,gimotear,23,0.15
116048,gimoteos ,23,0.15
116049,girardet,23,0.15
116050,glicinas,23,0.15
116051,globaliza,23,0.15
116052,globalizante,23,0.15
116053,gmbh ,23,0.15
116054,gobernarnos ,23,0.15
116055,godzilla,23,0.15
116056,goellner,23,0.15
116057,golpetazo,23,0.15
116058,goode ,23,0.15
116059,gopher ,23,0.15
116060,gorgas ,23,0.15
116061,gorgias,23,0.15
116062,gorgonzola ,23,0.15
116063,gostanián,23,0.15
116064,gozaran ,23,0.15
116065,gozarían,23,0.15
116066,gradué ,23,0.15
116067,graficó,23,0.15
116068,gramsciana ,23,0.15
116069,grecorromano ,23,0.15
116070,greuges ,23,0.15
116071,griffiths,23,0.15
116072,gritarlo,23,0.15
116073,grp,23,0.15
116074,guairita,23,0.15
116075,guajiras,23,0.15
116076,guara,23,0.15
116077,guaranda ,23,0.15
116078,guarura,23,0.15
116079,guerasimov ,23,0.15
116080,guerrerista,23,0.15
116081,guga ,23,0.15
116082,guiándome  ,23,0.15
116083,guidoni,23,0.15
116084,guipuzcoa ,23,0.15
116085,guízar,23,0.15
116086,gusinski,23,0.15
116087,habiéndome  ,23,0.15
116088,habiliten,23,0.15
116089,habitarla,23,0.15
116090,hacedme  ,23,0.15
116091,hachemí ,23,0.15
116092,hágala,23,0.15
116093,hagás ,23,0.15
116094,halagadoras ,23,0.15
116095,hampson  ,23,0.15
116096,hanke ,23,0.15
116097,harenes ,23,0.15
116098,harf,23,0.15
116099,harman ,23,0.15
116100,havelock,23,0.15
116101,hechizar,23,0.15
116102,hecht,23,0.15
116103,hegelianos,23,0.15
116104,hélade,23,0.15
116105,helando ,23,0.15
116106,helfgot,23,0.15
116107,helú,23,0.15
116108,helvéticos,23,0.15
116109,hemicelulosa ,23,0.15
116110,hemodinámicos  ,23,0.15
116111,hemolíticas,23,0.15
116112,henricksen ,23,0.15
116113,hens ,23,0.15
116114,hepatica,23,0.15
116115,hepatología,23,0.15
116116,herat,23,0.15
116117,hermés ,23,0.15
116118,herra,23,0.15
116119,hervores,23,0.15
116120,hesp ,23,0.15
116121,hidrogel,23,0.15
116122,hidrogenados ,23,0.15
116123,hidropónico,23,0.15
116124,hieráticas,23,0.15
116125,higienista,23,0.15
116126,hilvanado,23,0.15
116127,hiperbólicos,23,0.15
116128,hiperqueratosis,23,0.15
116129,hipertensiones,23,0.15
116130,hipervínculo,23,0.15
116131,hipocondriaca,23,0.15
116132,hirsutismo,23,0.15
116133,hispanicus,23,0.15
116134,hispanización,23,0.15
116135,hispanoárabe ,23,0.15
116136,histogramas ,23,0.15
116137,història,23,0.15
116138,hoch ,23,0.15
116139,hollada,23,0.15
116140,hollado,23,0.15
116141,homeopathic ,23,0.15
116142,homeopáticamente  ,23,0.15
116143,horgan ,23,0.15
116144,houellebecq ,23,0.15
116145,huanuni ,23,0.15
116146,huasipungo ,23,0.15
116147,huaylas ,23,0.15
116148,hué ,23,0.15
116149,huejutla,23,0.15
116150,humillaban,23,0.15
116151,hunos ,23,0.15
116152,hurtaba,23,0.15
116153,husmeó  ,23,0.15
116154,iberica,23,0.15
116155,icann,23,0.15
116156,idealizados,23,0.15
116157,ideativas,23,0.15
116158,idiocia,23,0.15
116159,ifal,23,0.15
116160,iima,23,0.15
116161,ikaskuntza ,23,0.15
116162,ilustramos,23,0.15
116163,ilustren,23,0.15
116164,imad ,23,0.15
116165,imaginaos ,23,0.15
116166,imaginaste ,23,0.15
116167,iman ,23,0.15
116168,imarpe ,23,0.15
116169,imo ,23,0.15
116170,imparablemente ,23,0.15
116171,impases ,23,0.15
116172,imponemos  ,23,0.15
116173,importas,23,0.15
116174,impossible,23,0.15
116175,impresionarla,23,0.15
116176,impulsaremos  ,23,0.15
116177,incentivados,23,0.15
116178,incisas,23,0.15
116179,incluídas,23,0.15
116180,incluyéndolo,23,0.15
116181,inconmensurabilidad ,23,0.15
116182,incubó,23,0.15
116183,incumbente ,23,0.15
116184,incurrían,23,0.15
116185,indehiscente,23,0.15
116186,indianapolis,23,0.15
116187,indisciplinada,23,0.15
116188,inducían,23,0.15
116189,inductoras,23,0.15
116190,indumento ,23,0.15
116191,ineptas,23,0.15
116192,inespre,23,0.15
116193,infància,23,0.15
116194,infelizmente,23,0.15
116195,inflamaba,23,0.15
116196,inflamó,23,0.15
116197,informalistas,23,0.15
116198,informaré,23,0.15
116199,informaremos ,23,0.15
116200,infrautilización,23,0.15
116201,ingenian,23,0.15
116202,inglesita,23,0.15
116203,ingresarlo,23,0.15
116204,inguat,23,0.15
116205,iniciadora,23,0.15
116206,initec,23,0.15
116207,inle,23,0.15
116208,inmediación ,23,0.15
116209,inmensidades ,23,0.15
116210,inmisión,23,0.15
116211,inmodificables,23,0.15
116212,inmutaba ,23,0.15
116213,inobjetables,23,0.15
116214,inodora,23,0.15
116215,inquietantemente ,23,0.15
116216,inquisitivos,23,0.15
116217,insanas ,23,0.15
116218,insectívoras,23,0.15
116219,insert,23,0.15
116220,insinuadas,23,0.15
116221,insinuarle,23,0.15
116222,insistieran,23,0.15
116223,instalase,23,0.15
116224,instándole,23,0.15
116225,instará,23,0.15
116226,instrumentaliza,23,0.15
116227,instrumentalmente ,23,0.15
116228,instrumentarse,23,0.15
116229,insulin,23,0.15
116230,insultarle,23,0.15
116231,insultes,23,0.15
116232,inteligentísimo,23,0.15
116233,inténtelo,23,0.15
116234,interaccional,23,0.15
116235,interanuales,23,0.15
116236,interescolar,23,0.15
116237,interpenetran,23,0.15
116238,interpretaran,23,0.15
116239,intersubjetividad,23,0.15
116240,intimidante,23,0.15
116241,intoxicada,23,0.15
116242,intrafamiliares,23,0.15
116243,intrigando,23,0.15
116244,introduciéndolo,23,0.15
116245,inulina,23,0.15
116246,inurbe,23,0.15
116247,inurria,23,0.15
116248,invadirlo,23,0.15
116249,investidas,23,0.15
116250,invitarles,23,0.15
116251,involucrarme,23,0.15
116252,iparraguirre,23,0.15
116253,iparralde,23,0.15
116254,iraida,23,0.15
116255,iridiscentes,23,0.15
116256,irrecusable,23,0.15
116257,irredentos,23,0.15
116258,irrigada,23,0.15
116259,isfahan,23,0.15
116260,isle,23,0.15
116261,isoniacida,23,0.15
116262,isotónica,23,0.15
116263,isuzu,23,0.15
116264,itesm,23,0.15
116265,ivester,23,0.15
116266,jacas,23,0.15
116267,jacint,23,0.15
116268,jactanciosa,23,0.15
116269,jagüey,23,0.15
116270,jamboree ,23,0.15
116271,jarmusz ,23,0.15
116272,jarno,23,0.15
116273,jas,23,0.15
116274,jec,23,0.15
116275,jesper,23,0.15
116276,jetta,23,0.15
116277,jeux,23,0.15
116278,jineteras,23,0.15
116279,jingles,23,0.15
116280,jocunda ,23,0.15
116281,jodedor,23,0.15
116282,jody,23,0.15
116283,jonatán,23,0.15
116284,jone,23,0.15
116285,jónicas,23,0.15
116286,jonquera,23,0.15
116287,jorobadas,23,0.15
116288,juanetes,23,0.15
116289,juglaría,23,0.15
116290,juiciosas,23,0.15
116291,juliaca,23,0.15
116292,juraste,23,0.15
116293,justy,23,0.15
116294,kalima,23,0.15
116295,kammerath  ,23,0.15
116296,kang ,23,0.15
116297,kaniathe,23,0.15
116298,karrera,23,0.15
116299,kefrén,23,0.15
116300,kekchí,23,0.15
116301,keko ,23,0.15
116302,kelpers,23,0.15
116303,keniana ,23,0.15
116304,kettering,23,0.15
116305,khalid,23,0.15
116306,khmer ,23,0.15
116307,kiese,23,0.15
116308,kilobytes,23,0.15
116309,kilowatts,23,0.15
116310,kinasa,23,0.15
116311,kind,23,0.15
116312,kono ,23,0.15
116313,koons ,23,0.15
116314,kos ,23,0.15
116315,kosovar,23,0.15
116316,koufra,23,0.15
116317,kuomintang ,23,0.15
116318,l'aliança,23,0.15
116319,lacada,23,0.15
116320,lacrimoso,23,0.15
116321,laetitia,23,0.15
116322,lambsdorff,23,0.15
116323,laosianos,23,0.15
116324,laparotomía,23,0.15
116325,lapidado,23,0.15
116326,larrazabal,23,0.15
116327,larrés,23,0.15
116328,lazadas ,23,0.15
116329,ldr,23,0.15
116330,leading,23,0.15
116331,lecha,23,0.15
116332,lechosos ,23,0.15
116333,leeremos ,23,0.15
116334,legalice,23,0.15
116335,legalismo,23,0.15
116336,lege,23,0.15
116337,leías,23,0.15
116338,leiris,23,0.15
116339,léotard,23,0.15
116340,lerdos,23,0.15
116341,lésbico,23,0.15
116342,letrilla,23,0.15
116343,leucorrea,23,0.15
116344,levantisca,23,0.15
116345,leviathan,23,0.15
116346,lexicógrafos,23,0.15
116347,lezáun,23,0.15
116348,lían,23,0.15
116349,libéré,23,0.15
116350,libérrimo,23,0.15
116351,libertado,23,0.15
116352,lidiaba,23,0.15
116353,ligerísimas,23,0.15
116354,ligerito,23,0.15
116355,liguen,23,0.15
116356,limítate,23,0.15
116357,limítese,23,0.15
116358,lindl,23,0.15
116359,linear,23,0.15
116360,linfáticas,23,0.15
116361,linier,23,0.15
116362,liouville,23,0.15
116363,listadas,23,0.15
116364,listísimo,23,0.15
116365,literature,23,0.15
116366,llamad,23,0.15
116367,llámase ,23,0.15
116368,llankha,23,0.15
116369,llombera,23,0.15
116370,lloraré,23,0.15
116371,lloviznaba,23,0.15
116372,lloviznar,23,0.15
116373,llúcia,23,0.15
116374,lobera,23,0.15
116375,localizaban,23,0.15
116376,lográramos ,23,0.15
116377,loti,23,0.15
116378,loveday,23,0.15
116379,lssi,23,0.15
116380,lubumbashi ,23,0.15
116381,luchadoras ,23,0.15
116382,lugareña,23,0.15
116383,luhrmann ,23,0.15
116384,lujuriosas,23,0.15
116385,lumbres ,23,0.15
116386,luminotecnia,23,0.15
116387,lusas,23,0.15
116388,lushka,23,0.15
116389,lyceum ,23,0.15
116390,lyman ,23,0.15
116391,lyne,23,0.15
116392,macará ,23,0.15
116393,macilentas ,23,0.15
116394,macrófago ,23,0.15
116395,macroscópicos  ,23,0.15
116396,macua  ,23,0.15
116397,maderna ,23,0.15
116398,maes ,23,0.15
116399,magmático  ,23,0.15
116400,magnificados ,23,0.15
116401,mahoney  ,23,0.15
116402,maio ,23,0.15
116403,mâitre,23,0.15
116404,malfa,23,0.15
116405,malinterpretar,23,0.15
116406,malogran ,23,0.15
116407,malt,23,0.15
116408,maltratadores,23,0.15
116409,mamila ,23,0.15
116410,mamona  ,23,0.15
116411,mandarinato ,23,0.15
116412,mandingas  ,23,0.15
116413,manejé ,23,0.15
116414,maniaca ,23,0.15
116415,maniatada ,23,0.15
116416,maniataron ,23,0.15
116417,manotear ,23,0.15
116418,manzaneras  ,23,0.15
116419,maples ,23,0.15
116420,maratonistas ,23,0.15
116421,marbete ,23,0.15
116422,marchaste ,23,0.15
116423,mardoqueo  ,23,0.15
116424,mareantes ,23,0.15
116425,mariconería,23,0.15
116426,marién ,23,0.15
116427,marimar ,23,0.15
116428,maritales,23,0.15
116429,marla,23,0.15
116430,marmoutier ,23,0.15
116431,marnr ,23,0.15
116432,marroquinería,23,0.15
116433,marsilio,23,0.15
116434,marsó ,23,0.15
116435,martelo,23,0.15
116436,martenal,23,0.15
116437,martillar,23,0.15
116438,martner,23,0.15
116439,maruri,23,0.15
116440,marval,23,0.15
116441,marzolini,23,0.15
116442,masaveu  ,23,0.15
116443,massi ,23,0.15
116444,mastodóntico ,23,0.15
116445,matamoscas   ,23,0.15
116446,materialicen,23,0.15
116447,materializando,23,0.15
116448,matic,23,0.15
116449,matizarse ,23,0.15
116450,matthau ,23,0.15
116451,maty ,23,0.15
116452,maximilien,23,0.15
116453,mayordoma  ,23,0.15
116454,mazahuas  ,23,0.15
116455,mazateca  ,23,0.15
116456,mazatecos  ,23,0.15
116457,mcclellan,23,0.15
116458,mcdougall ,23,0.15
116459,mcewan  ,23,0.15
116460,mcguinness  ,23,0.15
116461,mcmahan   ,23,0.15
116462,mécanique  ,23,0.15
116463,mechado  ,23,0.15
116464,médano  ,23,0.15
116465,mediagua ,23,0.15
116466,médici,23,0.15
116467,megalíticos,23,0.15
116468,mejorador ,23,0.15
116469,melnick ,23,0.15
116470,melting,23,0.15
116471,memes  ,23,0.15
116472,mencionarlas ,23,0.15
116473,mencionas  ,23,0.15
116474,mene ,23,0.15
116475,menees  ,23,0.15
116476,menezes  ,23,0.15
116477,menguan  ,23,0.15
116478,menoscabado   ,23,0.15
116479,mercadito ,23,0.15
116480,mercer ,23,0.15
116481,mère ,23,0.15
116482,mérimée ,23,0.15
116483,merlene ,23,0.15
116484,mesadas  ,23,0.15
116485,mesencéfalo ,23,0.15
116486,metabolizados ,23,0.15
116487,metahemoglobinemia   ,23,0.15
116488,metastásico ,23,0.15
116489,mételas ,23,0.15
116490,metilfenidato,23,0.15
116491,mette ,23,0.15
116492,mezquital,23,0.15
116493,miaskouski ,23,0.15
116494,micénica ,23,0.15
116495,microevolución,23,0.15
116496,microftalmía,23,0.15
116497,mildiu,23,0.15
116498,millau,23,0.15
116499,milne,23,0.15
116500,miloc,23,0.15
116501,minaba ,23,0.15
116502,minaron ,23,0.15
116503,minc ,23,0.15
116504,minho ,23,0.15
116505,miniestadi,23,0.15
116506,minoica ,23,0.15
116507,minou ,23,0.15
116508,miopías ,23,0.15
116509,miquelarena ,23,0.15
116510,miserachs ,23,0.15
116511,misérrimo ,23,0.15
116512,miskita,23,0.15
116513,mitscherlich,23,0.15
116514,mmmmm    ,23,0.15
116515,mnéstico ,23,0.15
116516,moderará ,23,0.15
116517,mofas ,23,0.15
116518,molezún ,23,0.15
116519,mondadientes  ,23,0.15
116520,mongólica ,23,0.15
116521,monologando  ,23,0.15
116522,mononucleosis  ,23,0.15
116523,monopolizaba ,23,0.15
116524,monovalente ,23,0.15
116525,montase ,23,0.15
116526,moralejas,23,0.15
116527,morceli,23,0.15
116528,morenés ,23,0.15
116529,morfar,23,0.15
116530,morisma ,23,0.15
116531,morito,23,0.15
116532,mortandades  ,23,0.15
116533,morts ,23,0.15
116534,mossèn  ,23,0.15
116535,motivaban ,23,0.15
116536,motosierras,23,0.15
116537,moulins ,23,0.15
116538,move ,23,0.15
116539,movement  ,23,0.15
116540,moviline,23,0.15
116541,moxalactam  ,23,0.15
116542,mua ,23,0.15
116543,mucinoso ,23,0.15
116544,mudara ,23,0.15
116545,mudita ,23,0.15
116546,muérete ,23,0.15
116547,mugica ,23,0.15
116548,mugunga  ,23,0.15
116549,mulch ,23,0.15
116550,multifocal,23,0.15
116551,multirraciales,23,0.15
116552,municipalizados ,23,0.15
116553,muriente,23,0.15
116554,musteriense ,23,0.15
116555,muzorewa  ,23,0.15
116556,mvotma  ,23,0.15
116557,mwh  ,23,0.15
116558,myrtillus,23,0.15
116559,nabor,23,0.15
116560,nacerían,23,0.15
116561,nacionaliza,23,0.15
116562,nafinsa,23,0.15
116563,nakamura  ,23,0.15
116564,namur ,23,0.15
116565,narrará,23,0.15
116566,narvaja,23,0.15
116567,natera,23,0.15
116568,navidul,23,0.15
116569,nazco ,23,0.15
116570,nebbia,23,0.15
116571,neofascismo ,23,0.15
116572,nepaleses ,23,0.15
116573,nerium ,23,0.15
116574,nerudiana,23,0.15
116575,neutralice,23,0.15
116576,neveros,23,0.15
116577,nihilo,23,0.15
116578,niko,23,0.15
116579,nikolic,23,0.15
116580,nilón,23,0.15
116581,nimeño ,23,0.15
116582,niple,23,0.15
116583,nissen,23,0.15
116584,nobilísima,23,0.15
116585,nómades  ,23,0.15
116586,noni,23,0.15
116587,norita,23,0.15
116588,normado ,23,0.15
116589,normandie ,23,0.15
116590,norniella,23,0.15
116591,norteafricanas,23,0.15
116592,notificarán,23,0.15
116593,novoprogresista,23,0.15
116594,nublaban ,23,0.15
116595,nublan,23,0.15
116596,nucleadas ,23,0.15
116597,nucleamiento ,23,0.15
116598,nunn ,23,0.15
116599,nvidia,23,0.15
116600,o'toole,23,0.15
116601,oax ,23,0.15
116602,obedecerme  ,23,0.15
116603,obedecieran ,23,0.15
116604,objetivaciones,23,0.15
116605,obligarte,23,0.15
116606,obsequiada ,23,0.15
116607,observaste,23,0.15
116608,obturado,23,0.15
116609,ocasa ,23,0.15
116610,ocasion ,23,0.15
116611,ocultase,23,0.15
116612,ocurrentes,23,0.15
116613,odesa ,23,0.15
116614,odiel,23,0.15
116615,ofrecerlos,23,0.15
116616,ofreceros,23,0.15
116617,ogaden ,23,0.15
116618,oj,23,0.15
116619,ojotes,23,0.15
116620,olesa,23,0.15
116621,olinda,23,0.15
116622,olisqueó,23,0.15
116623,olorcillo,23,0.15
116624,omitía,23,0.15
116625,omitidas,23,0.15
116626,omnímodos  ,23,0.15
116627,onanistas,23,0.15
116628,ondeó ,23,0.15
116629,ontogenética,23,0.15
116630,opening ,23,0.15
116631,orientativas,23,0.15
116632,orishas,23,0.15
116633,orléans,23,0.15
116634,orofaríngea,23,0.15
116635,orr,23,0.15
116636,osea ,23,0.15
116637,osm ,23,0.15
116638,osmán  ,23,0.15
116639,oxfam ,23,0.15
116640,oyono ,23,0.15
116641,pacelli,23,0.15
116642,pachorra,23,0.15
116643,padrillo,23,0.15
116644,paez ,23,0.15
116645,palden,23,0.15
116646,palentinas,23,0.15
116647,paleocristiana,23,0.15
116648,paliada,23,0.15
116649,palleros,23,0.15
116650,pampeanos  ,23,0.15
116651,panaceas ,23,0.15
116652,panchón ,23,0.15
116653,pandemias  ,23,0.15
116654,panícula,23,0.15
116655,pañito,23,0.15
116656,pañol,23,0.15
116657,paracorto,23,0.15
116658,paradito,23,0.15
116659,paraiso,23,0.15
116660,paralelogramo ,23,0.15
116661,parameras ,23,0.15
116662,parapetarse,23,0.15
116663,parasitado,23,0.15
116664,parino,23,0.15
116665,parmesana  ,23,0.15
116666,parqueos ,23,0.15
116667,participacion,23,0.15
116668,partirlo,23,0.15
116669,pascuale ,23,0.15
116670,paseada ,23,0.15
116671,passeig ,23,0.15
116672,pastorcito,23,0.15
116673,patíbulos,23,0.15
116674,patiecito,23,0.15
116675,patrocinaba,23,0.15
116676,patrocinaban,23,0.15
116677,paura,23,0.15
116678,pautadas ,23,0.15
116679,pautados ,23,0.15
116680,pavonea ,23,0.15
116681,peacock ,23,0.15
116682,pebeteros ,23,0.15
116683,pechugona  ,23,0.15
116684,peco ,23,0.15
116685,pedirlas,23,0.15
116686,pedirlos,23,0.15
116687,pegadizas ,23,0.15
116688,pegasos ,23,0.15
116689,pelvianos,23,0.15
116690,penfield,23,0.15
116691,péninou ,23,0.15
116692,pequinés ,23,0.15
116693,percoll,23,0.15
116694,perdiguero,23,0.15
116695,perduraría,23,0.15
116696,peregrinando,23,0.15
116697,peregrinus,23,0.15
116698,péret,23,0.15
116699,perforadora,23,0.15
116700,perls,23,0.15
116701,pérmico ,23,0.15
116702,perseguirle,23,0.15
116703,persigues,23,0.15
116704,persiguiéndola,23,0.15
116705,personajillo,23,0.15
116706,personará ,23,0.15
116707,pertenecíamos ,23,0.15
116708,pertiné,23,0.15
116709,pescadillas,23,0.15
116710,pesquisidor,23,0.15
116711,pessino ,23,0.15
116712,pest,23,0.15
116713,petersburg,23,0.15
116714,petesburgo ,23,0.15
116715,petrov,23,0.15
116716,pgn ,23,0.15
116717,physics ,23,0.15
116718,pí,23,0.15
116719,pianísticos,23,0.15
116720,picaditas,23,0.15
116721,picarla,23,0.15
116722,pickering,23,0.15
116723,picop,23,0.15
116724,pillara,23,0.15
116725,pinochetismo ,23,0.15
116726,pinten,23,0.15
116727,pínulas,23,0.15
116728,piojoso,23,0.15
116729,piotti,23,0.15
116730,piscicultura,23,0.15
116731,pisoteadas ,23,0.15
116732,pistolesi,23,0.15
116733,pitazos,23,0.15
116734,pitre,23,0.15
116735,placencia,23,0.15
116736,planadas ,23,0.15
116737,planocaducifolios,23,0.15
116738,planteárselo,23,0.15
116739,plap,23,0.15
116740,plaquita,23,0.15
116741,plastic,23,0.15
